08:07:16:  InstrHandle.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
09:35:14:  D:\00-06\1T1-Stop-Length\trunk\Applications\PlateCtrl\PlateCtrl.c (trunk) - Sublime Text (UNREGISTERED)
09:35:29:  D:\00-06\1T1-Stop-Length\trunk\Middlewares\Plate\Plate.c (trunk) - Sublime Text (UNREGISTERED)
09:36:29:  锁屏状态
09:36:39:  Possible access of out-of-bounds pointer (1 beyond end of data) by operator '[' [Reference: file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Drivers\PeripheralDriver\Ke06bsp\ftm.c: lines 302, 323] - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
09:38:19:  D:\00-06\1T1-Stop-Length\trunk\Middlewares\Plate\Plate.c (trunk) - Sublime Text (UNREGISTERED)
09:39:19:  网易有道词典
09:39:24:  Possible access of out-of-bounds pointer (1 beyond end of data) by operator '[' [Reference: file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Drivers\PeripheralDriver\Ke06bsp\ftm.c: lines 302, 323] - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
09:44:34:  FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
09:44:49:  问题 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
09:44:54:  Likely use of null pointer 'unknown-name' in left argument to operator '->' [Reference: file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Applications\PaperManage\PaperManage.c: line 1346] - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
09:45:04:  活动 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
09:44:34:  FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
09:44:49:  问题 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
09:44:54:  Likely use of null pointer 'unknown-name' in left argument to operator '->' [Reference: file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Applications\PaperManage\PaperManage.c: line 1346] - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
09:45:04:  活动 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
09:45:09:  项目总览 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
09:45:14:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
09:45:24:  local macro 'DISTANCE_FULL_TO_BOTTOM_NEW' (line 40, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Middlewares\Plate\UpperPlate.c) not referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
09:45:34:  Separate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
09:45:39:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
09:46:44:  ● UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
09:46:59:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
09:49:19:  ● UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
09:49:29:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
09:49:39:  ● UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
09:49:44:  local macro 'DISTANCE_FULL_TO_BOTTOM_NEW' (line 40, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Middlewares\Plate\UpperPlate.c) not referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
09:49:54:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
09:50:14:  local macro 'DISTANCE_FULL_TO_BOTTOM_NEW' (line 40, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Middlewares\Plate\UpperPlate.c) not referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
09:50:19:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
09:50:24:  Lock.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
09:50:29:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
09:50:54:  local macro 'DISTANCE_FULL_TO_BOTTOM_NEW' (line 40, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Middlewares\Plate\UpperPlate.c) not referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
09:50:59:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
09:54:34:  local macro 'DISTANCE_FULL_TO_BOTTOM_NEW' (line 40, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Middlewares\Plate\UpperPlate.c) not referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
09:54:49:  网易有道词典
09:55:39:  Lock.h - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
09:55:44:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
09:55:49:  Lock.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
09:55:54:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:00:19:  local macro 'DISTANCE_FULL_TO_BOTTOM_NEW' (line 40, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Middlewares\Plate\UpperPlate.c) not referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
10:00:24:  eSpace
10:00:29:  local macro 'DISTANCE_FULL_TO_BOTTOM_NEW' (line 40, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Middlewares\Plate\UpperPlate.c) not referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
10:00:34:  代码规则 - Google Chrome
10:01:09:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:01:14:  local macro 'DISTANCE_FULL_TO_BOTTOM_NEW' (line 40, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Middlewares\Plate\UpperPlate.c) not referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
10:01:34:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:01:39:  回复: 回复: 刘雅银行流水
10:01:49:  于斌1
10:01:54:  回复: 回复: 刘雅银行流水
10:03:09:  于斌1
10:03:19:  eSpace
10:03:24:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:03:29:  ● UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:03:34:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:03:39:  于斌1
10:03:49:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:04:09:  eSpace
10:04:14:  于斌1
10:04:59:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:05:09:  ● UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:05:14:  于斌1
10:05:34:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:05:44:  于斌1
10:05:54:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:05:59:  ● UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:06:04:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:06:19:  于斌1
10:07:34:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:07:39:  于斌1
10:09:04:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:09:09:  ● UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:09:19:  于斌1
10:09:39:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:09:44:  于斌1
10:10:09:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:10:14:  ● UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:10:19:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:10:29:  于斌1
10:10:34:  锁屏状态
10:10:39:  于斌1
10:10:54:  local macro 'DISTANCE_FULL_TO_BOTTOM_NEW' (line 40, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Middlewares\Plate\UpperPlate.c) not referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
10:10:59:  于斌1
10:11:34:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:12:04:  于斌1
10:12:19:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:12:24:  于斌1
10:12:29:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:12:54:  于斌1
10:13:04:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:16:19:  local macro 'DISTANCE_FULL_TO_BOTTOM_NEW' (line 40, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Middlewares\Plate\UpperPlate.c) not referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
10:19:34:  0-工作 - 张开发 - 印象笔记
10:23:04:  local macro 'DISTANCE_FULL_TO_BOTTOM_NEW' (line 40, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Middlewares\Plate\UpperPlate.c) not referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
10:23:14:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:24:29:  于斌1
10:27:29:  劳务合同.jpg
10:27:39:  于斌劳务合同
10:27:44:  锁屏状态
10:27:59:  桌面整理
10:28:04:  于斌劳务合同.jpg - Windows 照片查看器
10:28:09:  桌面整理
10:28:24:  \\192.168.28.3\文件共享\组织共享\技术中心项目组共享\02-识别产品线\06- 刘建生\06 固件日报\共享文件\CRS\结构图\CRS传感器距离.exb - CAXA电子图板2005(企业版)
10:28:29:  Adobe Photoshop CS3 Extended
10:28:09:  桌面整理
10:28:24:  \\192.168.28.3\文件共享\组织共享\技术中心项目组共享\02-识别产品线\06- 刘建生\06 固件日报\共享文件\CRS\结构图\CRS传感器距离.exb - CAXA电子图板2005(企业版)
10:28:29:  Adobe Photoshop CS3 Extended
10:30:14:  于斌1
10:30:29:  Adobe Photoshop CS3 Extended
10:31:44:  存储为
10:31:59:  JPEG 选项
10:32:04:  Adobe Photoshop CS3 Extended
10:32:44:  存储为
10:32:59:  Adobe Photoshop CS3 Extended
10:33:14:  存储为
10:33:19:  JPEG 选项
10:33:29:  桌面
10:33:34:  于斌劳务合同2.jpg - Windows 照片查看器
10:33:39:  Adobe Photoshop CS3 Extended
10:33:44:  存储为
10:33:49:  JPEG 选项
10:33:54:  Adobe Photoshop CS3 Extended
10:34:14:  存储为
10:34:24:  JPEG 选项
10:34:29:  Adobe Photoshop CS3 Extended
10:34:49:  存储为
10:34:54:  JPEG 选项
10:34:59:  Adobe Photoshop CS3 Extended
10:35:04:  laowu
10:35:09:  桌面整理
10:35:19:  Foxmail
10:35:24:  回复: 于斌劳务合同 - 写邮件
10:35:34:  开始
10:35:39:  于斌1
10:35:44:  laowu
10:35:49:  于斌劳务合同.jpg - Windows 照片查看器
10:35:54:  于斌劳务合同2.jpg - Windows 照片查看器
10:35:59:  桌面整理
10:36:04:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:36:09:  桌面整理
10:36:14:  新建文本文档.txt - 记事本
10:36:19:  桌面整理
10:36:24:  local macro 'DISTANCE_FULL_TO_BOTTOM_NEW' (line 40, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Middlewares\Plate\UpperPlate.c) not referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
10:37:14:  于斌劳务合同.jpg
10:37:29:  ba1cfc33507847029ee9cb000f997318.xls
10:37:39:  于斌1
10:38:14:  local macro 'DISTANCE_FULL_TO_BOTTOM_NEW' (line 40, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Middlewares\Plate\UpperPlate.c) not referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
10:38:39:  运行
10:38:44:  192.168.28.7
10:38:49:  yfsm
10:38:59:  local macro 'DISTANCE_FULL_TO_BOTTOM_NEW' (line 40, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Middlewares\Plate\UpperPlate.c) not referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
10:39:24:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
10:43:20:  local macro 'DISTANCE_FULL_TO_BOTTOM_NEW' (line 40, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Middlewares\Plate\UpperPlate.c) not referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
10:55:00:  于斌1
10:55:05:  local macro 'DISTANCE_FULL_TO_BOTTOM_NEW' (line 40, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Middlewares\Plate\UpperPlate.c) not referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
10:57:30:  yfsm
10:57:35:  img-Y24105712
10:57:50:  桌面整理
10:58:00:  锁屏状态
10:58:10:  Everything
10:58:15:  Adobe Photoshop CS3
10:58:20:  Adobe Photoshop CS3 Extended
10:58:25:  于斌1
10:58:30:  Adobe Photoshop CS3 Extended
10:58:45:  于斌1
10:58:50:  Adobe Photoshop CS3 Extended
10:59:45:  eSpace
10:59:50:  Adobe Photoshop CS3 Extended
11:00:00:  于斌1
10:58:10:  Everything
10:58:15:  Adobe Photoshop CS3
10:58:20:  Adobe Photoshop CS3 Extended
10:58:25:  于斌1
10:58:30:  Adobe Photoshop CS3 Extended
10:58:45:  于斌1
10:58:50:  Adobe Photoshop CS3 Extended
10:59:45:  eSpace
10:59:50:  Adobe Photoshop CS3 Extended
11:00:00:  于斌1
11:00:30:  Adobe Photoshop CS3 Extended
11:00:45:  灰度
11:00:50:  Adobe Photoshop CS3 Extended
11:01:10:  画布大小
11:01:15:  Adobe Photoshop CS3 Extended
11:02:35:  画布大小
11:02:40:  Adobe Photoshop CS3 Extended
11:03:15:  于斌1
11:03:25:  Adobe Photoshop CS3 Extended
11:03:30:  于斌1
11:03:35:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
11:07:00:  计算器
11:08:45:  于斌1
11:10:05:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
11:18:10:  运行
11:18:15:  img-Y24112213
